Status do Arquivo: Parcial
RptDt;TckrSymb;Asst;AsstDesc;SgmtNm;MktNm;SctyCtgyNm;XprtnDt;XprtnCd;TradgStartDt;TradgEndDt;BaseCd;ConvsCritNm;MtrtyDtTrgtPt;ReqrdConvsInd;ISIN;CFICd;DlvryNtceStartDt;DlvryNtceEndDt;OptnTp;CtrctMltplr;AsstQtnQty;AllcnRndLot;TradgCcy;DlvryTpNm;WdrwlDays;WrkgDays;ClnrDays;RlvrBasePricNm;OpngFutrPosDay;SdTpCd1;UndrlygTckrSymb1;SdTpCd2;UndrlygTckrSymb2;PureGoldWght;ExrcPric;OptnStyle;ValTpNm;PrmUpfrntInd;OpngPosLmtDt;DstrbtnId;PricFctr;DaysToSttlm;SrsTpNm;PrtcnFlg;AutomtcExrcInd;SpcfctnCd;CrpnNm;CorpActnStartDt;CtdyTrtmntTpNm;MktCptlstn;CorpGovnLvlNm
2024-11-18;AGFS11;AGFS;AGFS;CASH;EQUITY-CASH;INDEX;;;2022-05-16;9999-12-31;;;;;BRAGFSINDM17;TIECNX;;;;;;10;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;AGF;�NDICE AGRONEG�CIO � FREE FLOAT SETORIAL B3;9999-12-31;;1;
2024-11-18;AGRI11;AGRI;AGRI;CASH;EQUITY-CASH;ETF EQUITIES;;;2022-05-24;9999-12-31;;;;;BRAGRICTF002;CEOIEU;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;CI;BB ETF IAGROFFS B3 FUNDO DE �NDICE;9999-12-31;FUNGIBLE;8500000;
2024-11-18;AGRO3;AGRO;AGRO;CASH;EQUITY-CASH;SHARES;;;2024-10-23;9999-12-31;;;;;BRAGROACNOR7;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;115;1;2;;;;ON      NM;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;9999-12-31;FUNGIBLE;102683444;NOVO MERCADO
2024-11-18;AGRX11;AGRX;AGRX;CASH;EQUITY-CASH;FUNDS;;;2024-10-08;9999-12-31;;;;;BRAGRXCTF001;CMXXXY;;;;;;1;BRL;;;;;;;;;;;;;;;;;130;1;2;;;;CI;FDO INV CAD PRO AGRO EXES ARAGUAIA � FIAGRO IMOB;9999-12-31;FUNGIBLE;17903151;
2024-11-18;AGXY3;AGXY;AGXY;CASH;EQUITY-CASH;SHARES;;;2024-05-07;9999-12-31;;;;;BRAGXYACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;103;1;2;;;;ON      NM;AGROGALAXY PARTICIPA��ES S.A.;9999-12-31;FUNGIBLE;254543576;NOVO MERCADO
2024-11-18;AHEB3;AHEB;AHEB;CASH;EQUITY-CASH;SHARES;;;2020-02-18;9999-12-31;;;;;BRAHEBACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;106;1;2;;;;ON;SAO PAULO TURISMO S.A.;9999-12-31;FUNGIBLE;8407877;
2024-11-18;AHEB5;AHEB;AHEB;CASH;EQUITY-CASH;SHARES;;;2020-02-18;9999-12-31;;;;;BRAHEBACNPA3;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;106;1;2;;;;PNA;SAO PAULO TURISMO S.A.;9999-12-31;FUNGIBLE;136017;
2024-11-18;AHEB6;AHEB;AHEB;CASH;EQUITY-CASH;SHARES;;;2020-02-18;9999-12-31;;;;;BRAHEBACNPB1;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;106;1;2;;;;PNB;SAO PAULO TURISMO S.A.;9999-12-31;FUNGIBLE;136017;
2024-11-18;AIEC11;AIEC;AIEC;CASH;EQUITY-CASH;FUNDS;;;2024-11-01;9999-12-31;;;;;BRAIECCTF009;CICIRU;;;;;;1;BRL;;;;;;;;;;;;;;;;;150;1;2;;;;CI;AUTONOMY EDIF�CIOS CORPORATIVOS FUND. INV. IMOB.;9999-12-31;FUNGIBLE;4824987;
2024-11-18;AIGB34;AIGB;AIGB;CASH;EQUITY-CASH;BDR;;;2024-09-13;9999-12-31;;;;;BRAIGBBDR007;EDSXPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;132;1;2;;;;DRN;AMERICAN INTERNATIONAL GROUP INC.;9999-12-31;FUNGIBLE;862350000;
2024-11-18;AIRB34;AIRB;AIRB;CASH;EQUITY-CASH;BDR;;;2021-02-01;9999-12-31;;;;;BRAIRBBDR004;EDSXPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;DRN;AIRBNB INC;9999-12-31;FUNGIBLE;8800042000;
2024-11-18;AJFI11;AJFI;AJFI;CASH;EQUITY-CASH;FUNDS;;;2024-11-11;9999-12-31;;;;;BRAJFICTF001;CMXXXY;;;;;;1;BRL;;;;;;;;;;;;;;;;;112;1;2;;;;CI  ER;AJ MALLS FDO DE INV IMOB;9999-12-31;FUNGIBLE;31625978;
2024-11-18;ALLD3;ALLD;ALLD;CASH;EQUITY-CASH;SHARES;;;2024-04-16;9999-12-31;;;;;BRALLDACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;106;1;2;;;;ON      NM;ALLIED TECNOLOGIA S.A.;9999-12-31;FUNGIBLE;94058972;NOVO MERCADO
2024-11-18;ALMI11;ALMI;ALMI;CASH;EQUITY-CASH;FUNDS;;;2024-11-01;9999-12-31;;;;;BRALMICTF003;CICIRU;;;;;;1;BRL;;;;;;;;;;;;;;;;;253;1;2;;;;CI;FDO INV IMOB - FII TORRE ALMIRANTE;9999-12-31;FUNGIBLE;111177;
2024-11-18;ALOS3;ALOS;ALOS;CASH;EQUITY-CASH;SHARES;;;2024-10-22;9999-12-31;;;;;BRALOSACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;103;1;2;;;;ON      NM;ALLOS S.A;9999-12-31;FUNGIBLE;542936909;NOVO MERCADO
2024-11-18;ALPA3;ALPA;ALPA;CASH;EQUITY-CASH;SHARES;;;2022-01-03;9999-12-31;;;;;BRALPAACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;231;1;2;;;;ON      N1;ALPARGATAS S.A.;9999-12-31;FUNGIBLE;339510689;NIVEL 1
2024-11-18;ALPA4;ALPA;ALPA;CASH;EQUITY-CASH;SHARES;;;2023-11-23;9999-12-31;;;;;BRALPAACNPR7;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;232;1;2;;;;PN      N1;ALPARGATAS S.A.;9999-12-31;FUNGIBLE;343551533;NIVEL 1
2024-11-18;ALPK3;ALPK;ALPK;CASH;EQUITY-CASH;SHARES;;;2021-09-10;9999-12-31;;;;;BRALPKACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;101;1;2;;;;ON      NM;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;9999-12-31;FUNGIBLE;217024025;NOVO MERCADO
2024-11-18;ALUG11;ALUG;ALUG;CASH;EQUITY-CASH;ETF FOREIGN INDEX;;;2021-10-29;9999-12-31;;;;;BRALUGCTF000;CEOGRU;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;CI;INVESTO ETF MSCI REAL ESTATE ETF FDO INDICE - IE;9999-12-31;FUNGIBLE;15508710;
2024-11-18;ALUP11;ALUP;ALUP;CASH;EQUITY-CASH;UNIT;;;2024-08-19;9999-12-31;;;;;BRALUPCDAM15;EMXXXR;;;;;;1;BRL;;;;;;;;;;;;;;;;;120;1;2;;;;UNT     N2;ALUPAR INVESTIMENTO S/A;9999-12-31;FUNGIBLE;148786538;NIVEL 2
2024-11-18;ALUP3;ALUP;ALUP;CASH;EQUITY-CASH;SHARES;;;2024-08-19;9999-12-31;;;;;BRALUPACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;120;1;2;;;;ON      N2;ALUPAR INVESTIMENTO S/A;9999-12-31;FUNGIBLE;645667575;NIVEL 2
2024-11-18;ALUP4;ALUP;ALUP;CASH;EQUITY-CASH;SHARES;;;2024-08-19;9999-12-31;;;;;BRALUPACNPR5;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;120;1;2;;;;PN      N2;ALUPAR INVESTIMENTO S/A;9999-12-31;FUNGIBLE;305179157;NIVEL 2
2024-11-18;ALZC11;ALZC;ALZC;CASH;EQUITY-CASH;FUNDS;;;2024-10-16;9999-12-31;;;;;BRALZCCTF016;CICJRU;;;;;;1;BRL;;;;;;;;;;;;;;;;;108;1;2;;;;CI;ALIANZA CR�DITO  IMOBILI�RIO FUNDO DE INVESTIMENTO;9999-12-31;FUNGIBLE;680426;
2024-11-18;ALZM11;ALZM;ALZM;CASH;EQUITY-CASH;FUNDS;;;2024-10-15;9999-12-31;;;;;BRALZMCTF007;CFCIMY;;;;;;1;BRL;;;;;;;;;;;;;;;;;127;1;2;;;;CI;ALIANZA MULTIESTRAT�GIA FUNDO DE INVESTIMENTO IMOB;9999-12-31;FUNGIBLE;15180540;
2024-11-18;ALZR11;ALZR;ALZR;CASH;EQUITY-CASH;FUNDS;;;2024-10-21;9999-12-31;;;;;BRALZRCTF006;CMXXXS;;;;;;1;BRL;;;;;;;;;;;;;;;;;187;1;2;;;;CI;ALIANZA TRUST RENDA IMOBILIARIA FDO INV IMOB;9999-12-31;FUNGIBLE;12226625;
2024-11-18;ALZT11;ALZT;ALZT;CASH;EQUITY-CASH;FUNDS;;;2024-11-07;9999-12-31;;;;;BRALZTCTF002;CICIRY;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;CI;ALIANZA T�TULOS IMOB. FDO INV. IMOB.;9999-12-31;FUNGIBLE;500000;
2024-11-18;AMAR11;AMAR;AMAR;CASH;EQUITY-CASH;WARRANT;;;2024-08-02;2025-11-25;;;;;BRAMARN02OR6;RWSTCA;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;BNS ORD NM;MARISA LOJAS S.A.;9999-12-31;FUNGIBLE;88977492;NOVO MERCADO
2024-11-18;AMAR3;AMAR;AMAR;CASH;EQUITY-CASH;SHARES;;;2024-06-14;9999-12-31;;;;;BRAMARACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;115;1;2;;;;ON      NM;MARISA LOJAS S.A.;9999-12-31;FUNGIBLE;513456043;NOVO MERCADO
